Unnamed: 0,Filename,FloorName,pos_x,pos_y,pos_z,ang_x,ang_y,ang_z,free_perc,occ_perc
76,FP201_76,FloorPlan201,-4.0,0.9026570916175842,0.5,0,180,0,95.1904296875,1.495361328125
77,FP201_77,FloorPlan201,-4.0,0.9026570916175842,0.5,0,225,0,97.467041015625,1.68609619140625
78,FP201_78,FloorPlan201,-4.0,0.9026570916175842,0.5,0,270,0,92.547607421875,2.45513916015625
79,FP201_79,FloorPlan201,-4.0,0.9026570916175842,0.5,0,315,0,80.1025390625,10.66741943359375
80,FP201_80,FloorPlan201,-3.5,0.9026570916175842,2.5,0,0,0,84.47265625,4.46319580078125
81,FP201_81,FloorPlan201,-3.5,0.9026570916175842,2.5,0,45,0,82.733154296875,5.2398681640625
82,FP201_82,FloorPlan201,-3.5,0.9026570916175842,2.5,0,90,0,77.63671875,13.85040283203125
83,FP201_83,FloorPlan201,-3.5,0.9026570916175842,2.5,0,135,0,65.67230224609375,17.33856201171875
84,FP201_84,FloorPlan201,-3.5,0.9026570916175842,2.5,0,180,0,71.42333984375,15.72265625
85,FP201_85,FloorPlan201,-3.5,0.9026570916175842,2.5,0,225,0,78.22418212890625,12.77618408203125
86,FP201_86,FloorPlan201,-3.5,0.9026570916175842,2.5,0,270,0,83.673095703125,8.13140869140625
87,FP201_87,FloorPlan201,-3.5,0.9026570916175842,2.5,0,315,0,88.02490234375,9.2681884765625
88,FP201_88,FloorPlan201,-4.0,0.9026570916175842,3.0,0,0,0,77.691650390625,12.8753662109375
89,FP201_89,FloorPlan201,-4.0,0.9026570916175842,3.0,0,45,0,75.9307861328125,5.7464599609375
90,FP201_90,FloorPlan201,-4.0,0.9026570916175842,3.0,0,90,0,76.10015869140625,9.55810546875
91,FP201_91,FloorPlan201,-4.0,0.9026570916175842,3.0,0,135,0,61.82708740234375,22.96905517578125
92,FP201_92,FloorPlan201,-4.0,0.9026570916175842,3.0,0,180,0,68.59893798828125,17.63153076171875
93,FP201_93,FloorPlan201,-4.0,0.9026570916175842,3.0,0,225,0,81.57196044921875,9.74273681640625
94,FP201_94,FloorPlan201,-4.0,0.9026570916175842,3.0,0,270,0,87.60528564453125,3.20892333984375
95,FP201_95,FloorPlan201,-4.0,0.9026570916175842,3.0,0,315,0,84.26666259765625,9.92584228515625
96,FP201_96,FloorPlan201,-4.5,0.9026570916175842,2.5,0,0,0,79.17327880859375,14.86663818359375
97,FP201_97,FloorPlan201,-4.5,0.9026570916175842,2.5,0,45,0,68.292236328125,15.99273681640625
98,FP201_98,FloorPlan201,-4.5,0.9026570916175842,2.5,0,90,0,63.12408447265625,17.38128662109375
99,FP201_99,FloorPlan201,-4.5,0.9026570916175842,2.5,0,135,0,62.2283935546875,22.308349609375
100,FP201_100,FloorPlan201,-4.5,0.9026570916175842,2.5,0,180,0,76.7425537109375,13.6688232421875
101,FP201_101,FloorPlan201,-4.5,0.9026570916175842,2.5,0,225,0,88.6444091796875,4.15802001953125
102,FP201_102,FloorPlan201,-4.5,0.9026570916175842,2.5,0,270,0,97.58148193359376,0.079345703125
103,FP201_103,FloorPlan201,-4.5,0.9026570916175842,2.5,0,315,0,86.614990234375,5.43060302734375
104,FP201_104,FloorPlan201,-4.5,0.9026570916175842,0.5,0,0,0,69.49615478515625,16.31317138671875
105,FP201_105,FloorPlan201,-4.5,0.9026570916175842,0.5,0,45,0,59.3841552734375,22.1893310546875
106,FP201_106,FloorPlan201,-4.5,0.9026570916175842,0.5,0,90,0,65.948486328125,18.39141845703125
107,FP201_107,FloorPlan201,-4.5,0.9026570916175842,0.5,0,135,0,84.002685546875,8.19244384765625
108,FP201_108,FloorPlan201,-4.5,0.9026570916175842,0.5,0,180,0,95.7000732421875,1.1993408203125
109,FP201_109,FloorPlan201,-4.5,0.9026570916175842,0.5,0,225,0,99.22027587890624,0.5401611328125
110,FP201_110,FloorPlan201,-4.5,0.9026570916175842,0.5,0,270,0,98.51531982421876,0.1861572265625
111,FP201_111,FloorPlan201,-4.5,0.9026570916175842,0.5,0,315,0,86.480712890625,5.41229248046875
112,FP201_112,FloorPlan201,-3.5,0.9026570916175842,0.5,0,0,0,66.96014404296875,16.8304443359375
113,FP201_113,FloorPlan201,-3.5,0.9026570916175842,0.5,0,45,0,66.22467041015625,15.44189453125
114,FP201_114,FloorPlan201,-3.5,0.9026570916175842,0.5,0,90,0,77.5848388671875,14.32952880859375
115,FP201_115,FloorPlan201,-3.5,0.9026570916175842,0.5,0,135,0,86.12518310546875,7.50732421875
116,FP201_116,FloorPlan201,-3.5,0.9026570916175842,0.5,0,180,0,94.0460205078125,1.513671875
117,FP201_117,FloorPlan201,-3.5,0.9026570916175842,0.5,0,225,0,94.183349609375,3.302001953125
118,FP201_118,FloorPlan201,-3.5,0.9026570916175842,0.5,0,270,0,86.47308349609375,6.53839111328125
119,FP201_119,FloorPlan201,-3.5,0.9026570916175842,0.5,0,315,0,76.73187255859375,14.98260498046875
120,FP201_120,FloorPlan201,-4.0,0.9026570916175842,0.0,0,0,0,64.87579345703125,18.45703125
121,FP201_121,FloorPlan201,-4.0,0.9026570916175842,0.0,0,45,0,59.6221923828125,22.69744873046875
122,FP201_122,FloorPlan201,-4.0,0.9026570916175842,0.0,0,90,0,71.6949462890625,14.12200927734375
123,FP201_123,FloorPlan201,-4.0,0.9026570916175842,0.0,0,135,0,89.62249755859375,2.6275634765625
124,FP201_124,FloorPlan201,-4.0,0.9026570916175842,0.0,0,180,0,99.74517822265624,0.0396728515625
125,FP201_125,FloorPlan201,-4.0,0.9026570916175842,0.0,0,225,0,98.83880615234376,0.38604736328125
126,FP201_126,FloorPlan201,-4.0,0.9026570916175842,0.0,0,270,0,93.00994873046876,1.64337158203125
127,FP201_127,FloorPlan201,-4.0,0.9026570916175842,0.0,0,315,0,80.780029296875,10.26763916015625
128,FP201_128,FloorPlan201,-3.0,0.9026570916175842,2.5,0,0,0,94.38934326171876,0.1312255859375
129,FP201_129,FloorPlan201,-3.0,0.9026570916175842,2.5,0,45,0,88.3514404296875,4.79278564453125
130,FP201_130,FloorPlan201,-3.0,0.9026570916175842,2.5,0,90,0,80.889892578125,11.8377685546875
131,FP201_131,FloorPlan201,-3.0,0.9026570916175842,2.5,0,135,0,69.6380615234375,13.53912353515625
132,FP201_132,FloorPlan201,-3.0,0.9026570916175842,2.5,0,180,0,72.52044677734375,13.75579833984375
133,FP201_133,FloorPlan201,-3.0,0.9026570916175842,2.5,0,225,0,73.67706298828125,14.52484130859375
134,FP201_134,FloorPlan201,-3.0,0.9026570916175842,2.5,0,270,0,80.6610107421875,11.88812255859375
135,FP201_135,FloorPlan201,-3.0,0.9026570916175842,2.5,0,315,0,87.58087158203125,5.0506591796875
136,FP201_136,FloorPlan201,-4.0,0.9026570916175842,3.5,0,0,0,77.0660400390625,17.94281005859375
137,FP201_137,FloorPlan201,-4.0,0.9026570916175842,3.5,0,45,0,73.37799072265625,10.1959228515625
138,FP201_138,FloorPlan201,-4.0,0.9026570916175842,3.5,0,90,0,80.1116943359375,0.17242431640625
139,FP201_139,FloorPlan201,-4.0,0.9026570916175842,3.5,0,135,0,72.3724365234375,8.38775634765625
140,FP201_140,FloorPlan201,-4.0,0.9026570916175842,3.5,0,180,0,75.35552978515625,15.966796875
141,FP201_141,FloorPlan201,-4.0,0.9026570916175842,3.5,0,225,0,81.2286376953125,10.3546142578125
142,FP201_142,FloorPlan201,-4.0,0.9026570916175842,3.5,0,270,0,87.8662109375,3.20892333984375
143,FP201_143,FloorPlan201,-4.0,0.9026570916175842,3.5,0,315,0,83.13751220703125,8.71429443359375
144,FP201_144,FloorPlan201,-4.5,0.9026570916175842,3.0,0,0,0,78.4759521484375,16.80145263671875
145,FP201_145,FloorPlan201,-4.5,0.9026570916175842,3.0,0,45,0,68.341064453125,13.7481689453125
146,FP201_146,FloorPlan201,-4.5,0.9026570916175842,3.0,0,90,0,66.1590576171875,13.38958740234375
147,FP201_147,FloorPlan201,-4.5,0.9026570916175842,3.0,0,135,0,62.61444091796875,24.36065673828125
148,FP201_148,FloorPlan201,-4.5,0.9026570916175842,3.0,0,180,0,72.96905517578125,15.0634765625
149,FP201_149,FloorPlan201,-4.5,0.9026570916175842,3.0,0,225,0,87.50762939453125,4.83551025390625
150,FP201_150,FloorPlan201,-4.5,0.9026570916175842,3.0,0,270,0,97.58453369140624,0.079345703125
151,FP201_151,FloorPlan201,-4.5,0.9026570916175842,3.0,0,315,0,87.25738525390625,5.01251220703125
152,FP201_152,FloorPlan201,-4.5,0.9026570916175842,0.0,0,0,0,70.37811279296875,16.3787841796875
153,FP201_153,FloorPlan201,-4.5,0.9026570916175842,0.0,0,45,0,59.93804931640625,24.3194580078125
154,FP201_154,FloorPlan201,-4.5,0.9026570916175842,0.0,0,90,0,70.74737548828125,15.21148681640625
155,FP201_155,FloorPlan201,-4.5,0.9026570916175842,0.0,0,135,0,89.4378662109375,2.83966064453125
156,FP201_156,FloorPlan201,-4.5,0.9026570916175842,0.0,0,180,0,99.38812255859376,0.04119873046875
157,FP201_157,FloorPlan201,-4.5,0.9026570916175842,0.0,0,225,0,99.5330810546875,0.08697509765625
158,FP201_158,FloorPlan201,-4.5,0.9026570916175842,0.0,0,270,0,98.236083984375,0.20904541015625
159,FP201_159,FloorPlan201,-4.5,0.9026570916175842,0.0,0,315,0,86.41357421875,5.1788330078125
160,FP201_160,FloorPlan201,-3.0,0.9026570916175842,0.5,0,0,0,67.9779052734375,17.81005859375
161,FP201_161,FloorPlan201,-3.0,0.9026570916175842,0.5,0,45,0,60.93292236328125,11.87744140625
162,FP201_162,FloorPlan201,-3.0,0.9026570916175842,0.5,0,90,0,76.7791748046875,11.42120361328125
163,FP201_163,FloorPlan201,-3.0,0.9026570916175842,0.5,0,135,0,88.14239501953125,6.927490234375
164,FP201_164,FloorPlan201,-3.0,0.9026570916175842,0.5,0,180,0,93.07861328125,1.54571533203125
165,FP201_165,FloorPlan201,-3.0,0.9026570916175842,0.5,0,225,0,90.00091552734375,4.89654541015625
166,FP201_166,FloorPlan201,-3.0,0.9026570916175842,0.5,0,270,0,82.537841796875,10.9130859375
167,FP201_167,FloorPlan201,-3.0,0.9026570916175842,0.5,0,315,0,67.44232177734375,14.3218994140625
168,FP201_168,FloorPlan201,-3.5,0.9026570916175842,0.0,0,0,0,63.02032470703125,19.33746337890625
169,FP201_169,FloorPlan201,-3.5,0.9026570916175842,0.0,0,45,0,63.4307861328125,19.88372802734375
170,FP201_170,FloorPlan201,-3.5,0.9026570916175842,0.0,0,90,0,72.20611572265625,12.33978271484375
171,FP201_171,FloorPlan201,-3.5,0.9026570916175842,0.0,0,135,0,89.898681640625,2.4383544921875
172,FP201_172,FloorPlan201,-3.5,0.9026570916175842,0.0,0,180,0,99.4964599609375,0.04119873046875
173,FP201_173,FloorPlan201,-3.5,0.9026570916175842,0.0,0,225,0,96.84906005859376,0.96893310546875
174,FP201_174,FloorPlan201,-3.5,0.9026570916175842,0.0,0,270,0,86.99798583984375,4.7393798828125
175,FP201_175,FloorPlan201,-3.5,0.9026570916175842,0.0,0,315,0,75.30670166015625,14.84375
176,FP201_176,FloorPlan201,-2.5,0.9026570916175842,2.5,0,0,0,96.04949951171876,0.140380859375
177,FP201_177,FloorPlan201,-2.5,0.9026570916175842,2.5,0,45,0,88.4063720703125,4.4036865234375
178,FP201_178,FloorPlan201,-2.5,0.9026570916175842,2.5,0,90,0,81.341552734375,12.5396728515625
179,FP201_179,FloorPlan201,-2.5,0.9026570916175842,2.5,0,135,0,77.47802734375,12.8143310546875
180,FP201_180,FloorPlan201,-2.5,0.9026570916175842,2.5,0,180,0,70.2850341796875,8.624267578125
181,FP201_181,FloorPlan201,-2.5,0.9026570916175842,2.5,0,225,0,74.22943115234375,13.1072998046875
182,FP201_182,FloorPlan201,-2.5,0.9026570916175842,2.5,0,270,0,83.06427001953125,13.34075927734375
183,FP201_183,FloorPlan201,-2.5,0.9026570916175842,2.5,0,315,0,87.5091552734375,4.6722412109375
184,FP201_184,FloorPlan201,-4.0,0.9026570916175842,4.0,0,0,0,76.04522705078125,14.8101806640625
185,FP201_185,FloorPlan201,-4.0,0.9026570916175842,4.0,0,45,0,67.07916259765625,21.5484619140625
186,FP201_186,FloorPlan201,-4.0,0.9026570916175842,4.0,0,90,0,72.900390625,14.21051025390625
187,FP201_187,FloorPlan201,-4.0,0.9026570916175842,4.0,0,135,0,73.27728271484375,7.13653564453125
188,FP201_188,FloorPlan201,-4.0,0.9026570916175842,4.0,0,180,0,76.5350341796875,13.2659912109375
189,FP201_189,FloorPlan201,-4.0,0.9026570916175842,4.0,0,225,0,83.37554931640625,10.60333251953125
190,FP201_190,FloorPlan201,-4.0,0.9026570916175842,4.0,0,270,0,88.665771484375,3.20892333984375
191,FP201_191,FloorPlan201,-4.0,0.9026570916175842,4.0,0,315,0,86.26861572265625,7.0587158203125
192,FP201_192,FloorPlan201,-4.5,0.9026570916175842,3.5,0,0,0,78.1341552734375,15.0360107421875
193,FP201_193,FloorPlan201,-4.5,0.9026570916175842,3.5,0,45,0,72.45635986328125,17.7398681640625
194,FP201_194,FloorPlan201,-4.5,0.9026570916175842,3.5,0,90,0,65.45257568359375,11.297607421875
195,FP201_195,FloorPlan201,-4.5,0.9026570916175842,3.5,0,135,0,69.4427490234375,17.11578369140625
196,FP201_196,FloorPlan201,-4.5,0.9026570916175842,3.5,0,180,0,74.8779296875,16.63970947265625
197,FP201_197,FloorPlan201,-4.5,0.9026570916175842,3.5,0,225,0,86.88201904296875,5.27801513671875
198,FP201_198,FloorPlan201,-4.5,0.9026570916175842,3.5,0,270,0,97.5860595703125,0.079345703125
199,FP201_199,FloorPlan201,-4.5,0.9026570916175842,3.5,0,315,0,88.9739990234375,4.31060791015625
200,FP201_200,FloorPlan201,-2.5,0.9026570916175842,0.5,0,0,0,69.403076171875,3.6590576171875
201,FP201_201,FloorPlan201,-2.5,0.9026570916175842,0.5,0,45,0,68.0084228515625,9.466552734375
202,FP201_202,FloorPlan201,-2.5,0.9026570916175842,0.5,0,90,0,80.36651611328125,11.39068603515625
203,FP201_203,FloorPlan201,-2.5,0.9026570916175842,0.5,0,135,0,88.66119384765625,5.9722900390625
204,FP201_204,FloorPlan201,-2.5,0.9026570916175842,0.5,0,180,0,92.85888671875,1.6632080078125
205,FP201_205,FloorPlan201,-2.5,0.9026570916175842,0.5,0,225,0,86.346435546875,6.15234375
206,FP201_206,FloorPlan201,-2.5,0.9026570916175842,0.5,0,270,0,78.50494384765625,13.775634765625
207,FP201_207,FloorPlan201,-2.5,0.9026570916175842,0.5,0,315,0,64.66217041015625,10.16693115234375
208,FP201_208,FloorPlan201,-2.0,0.9026570916175842,2.5,0,0,0,96.20208740234376,0.1373291015625
209,FP201_209,FloorPlan201,-2.0,0.9026570916175842,2.5,0,45,0,89.62249755859375,4.06494140625
210,FP201_210,FloorPlan201,-2.0,0.9026570916175842,2.5,0,90,0,84.83123779296875,12.38250732421875
211,FP201_211,FloorPlan201,-2.0,0.9026570916175842,2.5,0,135,0,76.409912109375,11.62567138671875
212,FP201_212,FloorPlan201,-2.0,0.9026570916175842,2.5,0,180,0,75.03204345703125,8.2489013671875
213,FP201_213,FloorPlan201,-2.0,0.9026570916175842,2.5,0,225,0,76.190185546875,14.17236328125
214,FP201_214,FloorPlan201,-2.0,0.9026570916175842,2.5,0,270,0,81.2896728515625,12.37335205078125
215,FP201_215,FloorPlan201,-2.0,0.9026570916175842,2.5,0,315,0,86.9903564453125,4.75921630859375
216,FP201_216,FloorPlan201,-4.0,0.9026570916175842,4.5,0,0,0,81.66656494140625,9.197998046875
217,FP201_217,FloorPlan201,-4.0,0.9026570916175842,4.5,0,45,0,70.23468017578125,17.5628662109375
218,FP201_218,FloorPlan201,-4.0,0.9026570916175842,4.5,0,90,0,68.6370849609375,19.15283203125
219,FP201_219,FloorPlan201,-4.0,0.9026570916175842,4.5,0,135,0,70.15838623046875,13.26751708984375
220,FP201_220,FloorPlan201,-4.0,0.9026570916175842,4.5,0,180,0,75.3753662109375,13.623046875
221,FP201_221,FloorPlan201,-4.0,0.9026570916175842,4.5,0,225,0,83.86077880859375,10.70709228515625
222,FP201_222,FloorPlan201,-4.0,0.9026570916175842,4.5,0,270,0,90.185546875,3.20892333984375
223,FP201_223,FloorPlan201,-4.0,0.9026570916175842,4.5,0,315,0,90.5059814453125,5.00946044921875
224,FP201_224,FloorPlan201,-4.5,0.9026570916175842,4.0,0,0,0,79.8675537109375,11.724853515625
225,FP201_225,FloorPlan201,-4.5,0.9026570916175842,4.0,0,45,0,68.4661865234375,21.52557373046875
226,FP201_226,FloorPlan201,-4.5,0.9026570916175842,4.0,0,90,0,64.6148681640625,16.693115234375
227,FP201_227,FloorPlan201,-4.5,0.9026570916175842,4.0,0,135,0,66.93572998046875,14.898681640625
228,FP201_228,FloorPlan201,-4.5,0.9026570916175842,4.0,0,180,0,76.0101318359375,16.30859375
229,FP201_229,FloorPlan201,-4.5,0.9026570916175842,4.0,0,225,0,86.6302490234375,5.438232421875
230,FP201_230,FloorPlan201,-4.5,0.9026570916175842,4.0,0,270,0,97.5860595703125,0.079345703125
231,FP201_231,FloorPlan201,-4.5,0.9026570916175842,4.0,0,315,0,92.022705078125,3.314208984375
232,FP201_232,FloorPlan201,-2.0,0.9026570916175842,0.5,0,0,0,73.0377197265625,6.7901611328125
233,FP201_233,FloorPlan201,-2.0,0.9026570916175842,0.5,0,45,0,74.48883056640625,8.2550048828125
234,FP201_234,FloorPlan201,-2.0,0.9026570916175842,0.5,0,90,0,85.53619384765625,11.0870361328125
235,FP201_235,FloorPlan201,-2.0,0.9026570916175842,0.5,0,135,0,90.13519287109376,4.72259521484375
236,FP201_236,FloorPlan201,-2.0,0.9026570916175842,0.5,0,180,0,93.3258056640625,1.6510009765625
237,FP201_237,FloorPlan201,-2.0,0.9026570916175842,0.5,0,225,0,86.5753173828125,7.06024169921875
238,FP201_238,FloorPlan201,-2.0,0.9026570916175842,0.5,0,270,0,75.62408447265625,12.22381591796875
239,FP201_239,FloorPlan201,-2.0,0.9026570916175842,0.5,0,315,0,72.3846435546875,12.872314453125
240,FP201_240,FloorPlan201,-1.5,0.9026570916175842,2.5,0,0,0,90.44647216796876,0.74615478515625
241,FP201_241,FloorPlan201,-1.5,0.9026570916175842,2.5,0,45,0,90.37933349609376,4.7607421875
242,FP201_242,FloorPlan201,-1.5,0.9026570916175842,2.5,0,90,0,81.0516357421875,10.77117919921875
243,FP201_243,FloorPlan201,-1.5,0.9026570916175842,2.5,0,135,0,78.33709716796875,15.3076171875
244,FP201_244,FloorPlan201,-1.5,0.9026570916175842,2.5,0,180,0,75.0335693359375,11.47613525390625
245,FP201_245,FloorPlan201,-1.5,0.9026570916175842,2.5,0,225,0,70.8770751953125,13.19427490234375
246,FP201_246,FloorPlan201,-1.5,0.9026570916175842,2.5,0,270,0,81.15081787109375,13.2904052734375
247,FP201_247,FloorPlan201,-1.5,0.9026570916175842,2.5,0,315,0,87.74261474609375,4.99725341796875
248,FP201_248,FloorPlan201,-3.5,0.9026570916175842,4.5,0,0,0,79.01611328125,10.92529296875
249,FP201_249,FloorPlan201,-3.5,0.9026570916175842,4.5,0,45,0,70.63751220703125,16.35589599609375
