,Filename,FloorName,pos_x,pos_y,pos_z,ang_x,ang_y,ang_z,free_perc
57,FP201_57,FloorPlan201,-4.5,0.9026570916175842,1.0,0,45,0,61.66839599609375
58,FP201_58,FloorPlan201,-4.5,0.9026570916175842,1.0,0,90,0,63.134765625
59,FP201_59,FloorPlan201,-4.5,0.9026570916175842,1.0,0,135,0,77.94342041015625
60,FP201_60,FloorPlan201,-4.5,0.9026570916175842,1.0,0,180,0,90.4052734375
61,FP201_61,FloorPlan201,-4.5,0.9026570916175842,1.0,0,225,0,97.23968505859375
62,FP201_62,FloorPlan201,-4.5,0.9026570916175842,1.0,0,270,0,98.36883544921875
63,FP201_63,FloorPlan201,-4.5,0.9026570916175842,1.0,0,315,0,87.0819091796875
64,FP201_64,FloorPlan201,-3.5,0.9026570916175842,1.0,0,0,0,66.864013671875
65,FP201_65,FloorPlan201,-3.5,0.9026570916175842,1.0,0,45,0,67.63153076171875
66,FP201_66,FloorPlan201,-3.5,0.9026570916175842,1.0,0,90,0,79.5867919921875
67,FP201_67,FloorPlan201,-3.5,0.9026570916175842,1.0,0,135,0,82.9071044921875
68,FP201_68,FloorPlan201,-3.5,0.9026570916175842,1.0,0,180,0,86.71417236328125
69,FP201_69,FloorPlan201,-3.5,0.9026570916175842,1.0,0,225,0,89.83612060546875
70,FP201_70,FloorPlan201,-3.5,0.9026570916175842,1.0,0,270,0,83.97216796875
71,FP201_71,FloorPlan201,-3.5,0.9026570916175842,1.0,0,315,0,78.2073974609375
72,FP201_72,FloorPlan201,-4.0,0.9026570916175842,0.5,0,0,0,67.76275634765625
73,FP201_73,FloorPlan201,-4.0,0.9026570916175842,0.5,0,45,0,60.92987060546875
74,FP201_74,FloorPlan201,-4.0,0.9026570916175842,0.5,0,90,0,70.39642333984375
75,FP201_75,FloorPlan201,-4.0,0.9026570916175842,0.5,0,135,0,84.98687744140625
76,FP201_76,FloorPlan201,-4.0,0.9026570916175842,0.5,0,180,0,95.1904296875
77,FP201_77,FloorPlan201,-4.0,0.9026570916175842,0.5,0,225,0,97.467041015625
78,FP201_78,FloorPlan201,-4.0,0.9026570916175842,0.5,0,270,0,92.547607421875
79,FP201_79,FloorPlan201,-4.0,0.9026570916175842,0.5,0,315,0,80.1025390625
80,FP201_80,FloorPlan201,-3.5,0.9026570916175842,2.5,0,0,0,84.47265625
81,FP201_81,FloorPlan201,-3.5,0.9026570916175842,2.5,0,45,0,82.733154296875
82,FP201_82,FloorPlan201,-3.5,0.9026570916175842,2.5,0,90,0,77.63671875
83,FP201_83,FloorPlan201,-3.5,0.9026570916175842,2.5,0,135,0,65.67230224609375
84,FP201_84,FloorPlan201,-3.5,0.9026570916175842,2.5,0,180,0,71.42333984375
85,FP201_85,FloorPlan201,-3.5,0.9026570916175842,2.5,0,225,0,78.22418212890625
86,FP201_86,FloorPlan201,-3.5,0.9026570916175842,2.5,0,270,0,83.673095703125
87,FP201_87,FloorPlan201,-3.5,0.9026570916175842,2.5,0,315,0,88.02490234375
88,FP201_88,FloorPlan201,-4.0,0.9026570916175842,3.0,0,0,0,77.691650390625
89,FP201_89,FloorPlan201,-4.0,0.9026570916175842,3.0,0,45,0,75.9307861328125
90,FP201_90,FloorPlan201,-4.0,0.9026570916175842,3.0,0,90,0,76.10015869140625
91,FP201_91,FloorPlan201,-4.0,0.9026570916175842,3.0,0,135,0,61.82708740234375
92,FP201_92,FloorPlan201,-4.0,0.9026570916175842,3.0,0,180,0,68.59893798828125
93,FP201_93,FloorPlan201,-4.0,0.9026570916175842,3.0,0,225,0,81.57196044921875
94,FP201_94,FloorPlan201,-4.0,0.9026570916175842,3.0,0,270,0,87.60528564453125
95,FP201_95,FloorPlan201,-4.0,0.9026570916175842,3.0,0,315,0,84.26666259765625
96,FP201_96,FloorPlan201,-4.5,0.9026570916175842,2.5,0,0,0,79.17327880859375
97,FP201_97,FloorPlan201,-4.5,0.9026570916175842,2.5,0,45,0,68.292236328125
98,FP201_98,FloorPlan201,-4.5,0.9026570916175842,2.5,0,90,0,63.12408447265625
99,FP201_99,FloorPlan201,-4.5,0.9026570916175842,2.5,0,135,0,62.2283935546875
100,FP201_100,FloorPlan201,-4.5,0.9026570916175842,2.5,0,180,0,76.7425537109375
101,FP201_101,FloorPlan201,-4.5,0.9026570916175842,2.5,0,225,0,88.6444091796875
102,FP201_102,FloorPlan201,-4.5,0.9026570916175842,2.5,0,270,0,97.58148193359375
103,FP201_103,FloorPlan201,-4.5,0.9026570916175842,2.5,0,315,0,86.614990234375
104,FP201_104,FloorPlan201,-4.5,0.9026570916175842,0.5,0,0,0,69.49615478515625
105,FP201_105,FloorPlan201,-4.5,0.9026570916175842,0.5,0,45,0,59.3841552734375
106,FP201_106,FloorPlan201,-4.5,0.9026570916175842,0.5,0,90,0,65.948486328125
107,FP201_107,FloorPlan201,-4.5,0.9026570916175842,0.5,0,135,0,84.002685546875
108,FP201_108,FloorPlan201,-4.5,0.9026570916175842,0.5,0,180,0,95.7000732421875
109,FP201_109,FloorPlan201,-4.5,0.9026570916175842,0.5,0,225,0,99.22027587890625
110,FP201_110,FloorPlan201,-4.5,0.9026570916175842,0.5,0,270,0,98.51531982421875
111,FP201_111,FloorPlan201,-4.5,0.9026570916175842,0.5,0,315,0,86.480712890625
112,FP201_112,FloorPlan201,-3.5,0.9026570916175842,0.5,0,0,0,66.96014404296875
113,FP201_113,FloorPlan201,-3.5,0.9026570916175842,0.5,0,45,0,66.22467041015625
114,FP201_114,FloorPlan201,-3.5,0.9026570916175842,0.5,0,90,0,77.5848388671875
115,FP201_115,FloorPlan201,-3.5,0.9026570916175842,0.5,0,135,0,86.12518310546875
116,FP201_116,FloorPlan201,-3.5,0.9026570916175842,0.5,0,180,0,94.0460205078125
117,FP201_117,FloorPlan201,-3.5,0.9026570916175842,0.5,0,225,0,94.183349609375
118,FP201_118,FloorPlan201,-3.5,0.9026570916175842,0.5,0,270,0,86.47308349609375
119,FP201_119,FloorPlan201,-3.5,0.9026570916175842,0.5,0,315,0,76.73187255859375
120,FP201_120,FloorPlan201,-4.0,0.9026570916175842,0.0,0,0,0,64.87579345703125
121,FP201_121,FloorPlan201,-4.0,0.9026570916175842,0.0,0,45,0,59.6221923828125
122,FP201_122,FloorPlan201,-4.0,0.9026570916175842,0.0,0,90,0,71.6949462890625
123,FP201_123,FloorPlan201,-4.0,0.9026570916175842,0.0,0,135,0,89.62249755859375
124,FP201_124,FloorPlan201,-4.0,0.9026570916175842,0.0,0,180,0,99.74517822265625
125,FP201_125,FloorPlan201,-4.0,0.9026570916175842,0.0,0,225,0,98.83880615234375
126,FP201_126,FloorPlan201,-4.0,0.9026570916175842,0.0,0,270,0,93.00994873046875
127,FP201_127,FloorPlan201,-4.0,0.9026570916175842,0.0,0,315,0,80.780029296875
128,FP201_128,FloorPlan201,-3.0,0.9026570916175842,2.5,0,0,0,94.38934326171875
129,FP201_129,FloorPlan201,-3.0,0.9026570916175842,2.5,0,45,0,88.3514404296875
130,FP201_130,FloorPlan201,-3.0,0.9026570916175842,2.5,0,90,0,80.889892578125
131,FP201_131,FloorPlan201,-3.0,0.9026570916175842,2.5,0,135,0,69.6380615234375
132,FP201_132,FloorPlan201,-3.0,0.9026570916175842,2.5,0,180,0,72.52044677734375
133,FP201_133,FloorPlan201,-3.0,0.9026570916175842,2.5,0,225,0,73.67706298828125
134,FP201_134,FloorPlan201,-3.0,0.9026570916175842,2.5,0,270,0,80.6610107421875
135,FP201_135,FloorPlan201,-3.0,0.9026570916175842,2.5,0,315,0,87.58087158203125
136,FP201_136,FloorPlan201,-4.0,0.9026570916175842,3.5,0,0,0,77.0660400390625
137,FP201_137,FloorPlan201,-4.0,0.9026570916175842,3.5,0,45,0,73.37799072265625
138,FP201_138,FloorPlan201,-4.0,0.9026570916175842,3.5,0,90,0,80.1116943359375
139,FP201_139,FloorPlan201,-4.0,0.9026570916175842,3.5,0,135,0,72.3724365234375
140,FP201_140,FloorPlan201,-4.0,0.9026570916175842,3.5,0,180,0,75.35552978515625
141,FP201_141,FloorPlan201,-4.0,0.9026570916175842,3.5,0,225,0,81.2286376953125
142,FP201_142,FloorPlan201,-4.0,0.9026570916175842,3.5,0,270,0,87.8662109375
143,FP201_143,FloorPlan201,-4.0,0.9026570916175842,3.5,0,315,0,83.13751220703125
144,FP201_144,FloorPlan201,-4.5,0.9026570916175842,3.0,0,0,0,78.4759521484375
145,FP201_145,FloorPlan201,-4.5,0.9026570916175842,3.0,0,45,0,68.341064453125
146,FP201_146,FloorPlan201,-4.5,0.9026570916175842,3.0,0,90,0,66.1590576171875
147,FP201_147,FloorPlan201,-4.5,0.9026570916175842,3.0,0,135,0,62.61444091796875
148,FP201_148,FloorPlan201,-4.5,0.9026570916175842,3.0,0,180,0,72.96905517578125
149,FP201_149,FloorPlan201,-4.5,0.9026570916175842,3.0,0,225,0,87.50762939453125
150,FP201_150,FloorPlan201,-4.5,0.9026570916175842,3.0,0,270,0,97.58453369140625
151,FP201_151,FloorPlan201,-4.5,0.9026570916175842,3.0,0,315,0,87.25738525390625
152,FP201_152,FloorPlan201,-4.5,0.9026570916175842,0.0,0,0,0,70.37811279296875
153,FP201_153,FloorPlan201,-4.5,0.9026570916175842,0.0,0,45,0,59.93804931640625
154,FP201_154,FloorPlan201,-4.5,0.9026570916175842,0.0,0,90,0,70.74737548828125
155,FP201_155,FloorPlan201,-4.5,0.9026570916175842,0.0,0,135,0,89.4378662109375
156,FP201_156,FloorPlan201,-4.5,0.9026570916175842,0.0,0,180,0,99.38812255859375
157,FP201_157,FloorPlan201,-4.5,0.9026570916175842,0.0,0,225,0,99.5330810546875
158,FP201_158,FloorPlan201,-4.5,0.9026570916175842,0.0,0,270,0,98.236083984375
159,FP201_159,FloorPlan201,-4.5,0.9026570916175842,0.0,0,315,0,86.41357421875
160,FP201_160,FloorPlan201,-3.0,0.9026570916175842,0.5,0,0,0,67.9779052734375
161,FP201_161,FloorPlan201,-3.0,0.9026570916175842,0.5,0,45,0,60.93292236328125
162,FP201_162,FloorPlan201,-3.0,0.9026570916175842,0.5,0,90,0,76.7791748046875
163,FP201_163,FloorPlan201,-3.0,0.9026570916175842,0.5,0,135,0,88.14239501953125
164,FP201_164,FloorPlan201,-3.0,0.9026570916175842,0.5,0,180,0,93.07861328125
165,FP201_165,FloorPlan201,-3.0,0.9026570916175842,0.5,0,225,0,90.00091552734375
166,FP201_166,FloorPlan201,-3.0,0.9026570916175842,0.5,0,270,0,82.537841796875
167,FP201_167,FloorPlan201,-3.0,0.9026570916175842,0.5,0,315,0,67.44232177734375
168,FP201_168,FloorPlan201,-3.5,0.9026570916175842,0.0,0,0,0,63.02032470703125
169,FP201_169,FloorPlan201,-3.5,0.9026570916175842,0.0,0,45,0,63.4307861328125
170,FP201_170,FloorPlan201,-3.5,0.9026570916175842,0.0,0,90,0,72.20611572265625
171,FP201_171,FloorPlan201,-3.5,0.9026570916175842,0.0,0,135,0,89.898681640625
172,FP201_172,FloorPlan201,-3.5,0.9026570916175842,0.0,0,180,0,99.4964599609375
173,FP201_173,FloorPlan201,-3.5,0.9026570916175842,0.0,0,225,0,96.84906005859375
174,FP201_174,FloorPlan201,-3.5,0.9026570916175842,0.0,0,270,0,86.99798583984375
175,FP201_175,FloorPlan201,-3.5,0.9026570916175842,0.0,0,315,0,75.30670166015625
176,FP201_176,FloorPlan201,-2.5,0.9026570916175842,2.5,0,0,0,96.04949951171875
177,FP201_177,FloorPlan201,-2.5,0.9026570916175842,2.5,0,45,0,88.4063720703125
178,FP201_178,FloorPlan201,-2.5,0.9026570916175842,2.5,0,90,0,81.341552734375
179,FP201_179,FloorPlan201,-2.5,0.9026570916175842,2.5,0,135,0,77.47802734375
180,FP201_180,FloorPlan201,-2.5,0.9026570916175842,2.5,0,180,0,70.2850341796875
181,FP201_181,FloorPlan201,-2.5,0.9026570916175842,2.5,0,225,0,74.22943115234375
182,FP201_182,FloorPlan201,-2.5,0.9026570916175842,2.5,0,270,0,83.06427001953125
183,FP201_183,FloorPlan201,-2.5,0.9026570916175842,2.5,0,315,0,87.5091552734375
184,FP201_184,FloorPlan201,-4.0,0.9026570916175842,4.0,0,0,0,76.04522705078125
185,FP201_185,FloorPlan201,-4.0,0.9026570916175842,4.0,0,45,0,67.07916259765625
186,FP201_186,FloorPlan201,-4.0,0.9026570916175842,4.0,0,90,0,72.900390625
187,FP201_187,FloorPlan201,-4.0,0.9026570916175842,4.0,0,135,0,73.27728271484375
188,FP201_188,FloorPlan201,-4.0,0.9026570916175842,4.0,0,180,0,76.5350341796875
189,FP201_189,FloorPlan201,-4.0,0.9026570916175842,4.0,0,225,0,83.37554931640625
190,FP201_190,FloorPlan201,-4.0,0.9026570916175842,4.0,0,270,0,88.665771484375
191,FP201_191,FloorPlan201,-4.0,0.9026570916175842,4.0,0,315,0,86.26861572265625
192,FP201_192,FloorPlan201,-4.5,0.9026570916175842,3.5,0,0,0,78.1341552734375
193,FP201_193,FloorPlan201,-4.5,0.9026570916175842,3.5,0,45,0,72.45635986328125
194,FP201_194,FloorPlan201,-4.5,0.9026570916175842,3.5,0,90,0,65.45257568359375
195,FP201_195,FloorPlan201,-4.5,0.9026570916175842,3.5,0,135,0,69.4427490234375
196,FP201_196,FloorPlan201,-4.5,0.9026570916175842,3.5,0,180,0,74.8779296875
197,FP201_197,FloorPlan201,-4.5,0.9026570916175842,3.5,0,225,0,86.88201904296875
198,FP201_198,FloorPlan201,-4.5,0.9026570916175842,3.5,0,270,0,97.5860595703125
199,FP201_199,FloorPlan201,-4.5,0.9026570916175842,3.5,0,315,0,88.9739990234375
200,FP201_200,FloorPlan201,-2.5,0.9026570916175842,0.5,0,0,0,69.403076171875
201,FP201_201,FloorPlan201,-2.5,0.9026570916175842,0.5,0,45,0,68.0084228515625
202,FP201_202,FloorPlan201,-2.5,0.9026570916175842,0.5,0,90,0,80.36651611328125
203,FP201_203,FloorPlan201,-2.5,0.9026570916175842,0.5,0,135,0,88.66119384765625
204,FP201_204,FloorPlan201,-2.5,0.9026570916175842,0.5,0,180,0,92.85888671875
205,FP201_205,FloorPlan201,-2.5,0.9026570916175842,0.5,0,225,0,86.346435546875
206,FP201_206,FloorPlan201,-2.5,0.9026570916175842,0.5,0,270,0,78.50494384765625
207,FP201_207,FloorPlan201,-2.5,0.9026570916175842,0.5,0,315,0,64.66217041015625
208,FP201_208,FloorPlan201,-2.0,0.9026570916175842,2.5,0,0,0,96.20208740234375
209,FP201_209,FloorPlan201,-2.0,0.9026570916175842,2.5,0,45,0,89.62249755859375
210,FP201_210,FloorPlan201,-2.0,0.9026570916175842,2.5,0,90,0,84.83123779296875
211,FP201_211,FloorPlan201,-2.0,0.9026570916175842,2.5,0,135,0,76.409912109375
212,FP201_212,FloorPlan201,-2.0,0.9026570916175842,2.5,0,180,0,75.03204345703125
213,FP201_213,FloorPlan201,-2.0,0.9026570916175842,2.5,0,225,0,76.190185546875
214,FP201_214,FloorPlan201,-2.0,0.9026570916175842,2.5,0,270,0,81.2896728515625
215,FP201_215,FloorPlan201,-2.0,0.9026570916175842,2.5,0,315,0,86.9903564453125
216,FP201_216,FloorPlan201,-4.0,0.9026570916175842,4.5,0,0,0,81.66656494140625
217,FP201_217,FloorPlan201,-4.0,0.9026570916175842,4.5,0,45,0,70.23468017578125
218,FP201_218,FloorPlan201,-4.0,0.9026570916175842,4.5,0,90,0,68.6370849609375
219,FP201_219,FloorPlan201,-4.0,0.9026570916175842,4.5,0,135,0,70.15838623046875
220,FP201_220,FloorPlan201,-4.0,0.9026570916175842,4.5,0,180,0,75.3753662109375
221,FP201_221,FloorPlan201,-4.0,0.9026570916175842,4.5,0,225,0,83.86077880859375
222,FP201_222,FloorPlan201,-4.0,0.9026570916175842,4.5,0,270,0,90.185546875
223,FP201_223,FloorPlan201,-4.0,0.9026570916175842,4.5,0,315,0,90.5059814453125
224,FP201_224,FloorPlan201,-4.5,0.9026570916175842,4.0,0,0,0,79.8675537109375
225,FP201_225,FloorPlan201,-4.5,0.9026570916175842,4.0,0,45,0,68.4661865234375
226,FP201_226,FloorPlan201,-4.5,0.9026570916175842,4.0,0,90,0,64.6148681640625
227,FP201_227,FloorPlan201,-4.5,0.9026570916175842,4.0,0,135,0,66.93572998046875
228,FP201_228,FloorPlan201,-4.5,0.9026570916175842,4.0,0,180,0,76.0101318359375
229,FP201_229,FloorPlan201,-4.5,0.9026570916175842,4.0,0,225,0,86.6302490234375
230,FP201_230,FloorPlan201,-4.5,0.9026570916175842,4.0,0,270,0,97.5860595703125
231,FP201_231,FloorPlan201,-4.5,0.9026570916175842,4.0,0,315,0,92.022705078125
232,FP201_232,FloorPlan201,-2.0,0.9026570916175842,0.5,0,0,0,73.0377197265625
233,FP201_233,FloorPlan201,-2.0,0.9026570916175842,0.5,0,45,0,74.48883056640625
234,FP201_234,FloorPlan201,-2.0,0.9026570916175842,0.5,0,90,0,85.53619384765625
235,FP201_235,FloorPlan201,-2.0,0.9026570916175842,0.5,0,135,0,90.13519287109375
236,FP201_236,FloorPlan201,-2.0,0.9026570916175842,0.5,0,180,0,93.3258056640625
237,FP201_237,FloorPlan201,-2.0,0.9026570916175842,0.5,0,225,0,86.5753173828125
238,FP201_238,FloorPlan201,-2.0,0.9026570916175842,0.5,0,270,0,75.62408447265625
239,FP201_239,FloorPlan201,-2.0,0.9026570916175842,0.5,0,315,0,72.3846435546875
240,FP201_240,FloorPlan201,-1.5,0.9026570916175842,2.5,0,0,0,90.44647216796875
241,FP201_241,FloorPlan201,-1.5,0.9026570916175842,2.5,0,45,0,90.37933349609375
242,FP201_242,FloorPlan201,-1.5,0.9026570916175842,2.5,0,90,0,81.0516357421875
243,FP201_243,FloorPlan201,-1.5,0.9026570916175842,2.5,0,135,0,78.33709716796875
244,FP201_244,FloorPlan201,-1.5,0.9026570916175842,2.5,0,180,0,75.0335693359375
245,FP201_245,FloorPlan201,-1.5,0.9026570916175842,2.5,0,225,0,70.8770751953125
246,FP201_246,FloorPlan201,-1.5,0.9026570916175842,2.5,0,270,0,81.15081787109375
247,FP201_247,FloorPlan201,-1.5,0.9026570916175842,2.5,0,315,0,87.74261474609375
248,FP201_248,FloorPlan201,-3.5,0.9026570916175842,4.5,0,0,0,79.01611328125
249,FP201_249,FloorPlan201,-3.5,0.9026570916175842,4.5,0,45,0,70.63751220703125
250,FP201_250,FloorPlan201,-3.5,0.9026570916175842,4.5,0,90,0,71.087646484375
251,FP201_251,FloorPlan201,-3.5,0.9026570916175842,4.5,0,135,0,77.65350341796875
252,FP201_252,FloorPlan201,-3.5,0.9026570916175842,4.5,0,180,0,79.1717529296875
253,FP201_253,FloorPlan201,-3.5,0.9026570916175842,4.5,0,225,0,84.72747802734375
254,FP201_254,FloorPlan201,-3.5,0.9026570916175842,4.5,0,270,0,83.90655517578125
255,FP201_255,FloorPlan201,-3.5,0.9026570916175842,4.5,0,315,0,84.17816162109375
256,FP201_256,FloorPlan201,-4.0,0.9026570916175842,5.0,0,0,0,87.53814697265625
257,FP201_257,FloorPlan201,-4.0,0.9026570916175842,5.0,0,45,0,75.8453369140625
258,FP201_258,FloorPlan201,-4.0,0.9026570916175842,5.0,0,90,0,68.1488037109375
259,FP201_259,FloorPlan201,-4.0,0.9026570916175842,5.0,0,135,0,65.70587158203125
260,FP201_260,FloorPlan201,-4.0,0.9026570916175842,5.0,0,180,0,71.3104248046875
261,FP201_261,FloorPlan201,-4.0,0.9026570916175842,5.0,0,225,0,83.013916015625
262,FP201_262,FloorPlan201,-4.0,0.9026570916175842,5.0,0,270,0,91.33148193359375
263,FP201_263,FloorPlan201,-4.0,0.9026570916175842,5.0,0,315,0,94.64263916015625
264,FP201_264,FloorPlan201,-4.5,0.9026570916175842,4.5,0,0,0,85.3179931640625
265,FP201_265,FloorPlan201,-4.5,0.9026570916175842,4.5,0,45,0,71.307373046875
266,FP201_266,FloorPlan201,-4.5,0.9026570916175842,4.5,0,90,0,63.287353515625
267,FP201_267,FloorPlan201,-4.5,0.9026570916175842,4.5,0,135,0,64.93988037109375
268,FP201_268,FloorPlan201,-4.5,0.9026570916175842,4.5,0,180,0,74.58953857421875
269,FP201_269,FloorPlan201,-4.5,0.9026570916175842,4.5,0,225,0,87.0208740234375
270,FP201_270,FloorPlan201,-4.5,0.9026570916175842,4.5,0,270,0,97.7386474609375
271,FP201_271,FloorPlan201,-4.5,0.9026570916175842,4.5,0,315,0,95.43914794921875
272,FP201_272,FloorPlan201,-1.5,0.9026570916175842,0.5,0,0,0,75.45318603515625
273,FP201_273,FloorPlan201,-1.5,0.9026570916175842,0.5,0,45,0,74.76348876953125
274,FP201_274,FloorPlan201,-1.5,0.9026570916175842,0.5,0,90,0,87.08953857421875
275,FP201_275,FloorPlan201,-1.5,0.9026570916175842,0.5,0,135,0,94.1070556640625
276,FP201_276,FloorPlan201,-1.5,0.9026570916175842,0.5,0,180,0,94.293212890625
277,FP201_277,FloorPlan201,-1.5,0.9026570916175842,0.5,0,225,0,86.29150390625
278,FP201_278,FloorPlan201,-1.5,0.9026570916175842,0.5,0,270,0,78.06396484375
279,FP201_279,FloorPlan201,-1.5,0.9026570916175842,0.5,0,315,0,64.23797607421875
280,FP201_280,FloorPlan201,-1.0,0.9026570916175842,2.5,0,0,0,85.0372314453125
281,FP201_281,FloorPlan201,-1.0,0.9026570916175842,2.5,0,45,0,83.38165283203125
282,FP201_282,FloorPlan201,-1.0,0.9026570916175842,2.5,0,90,0,80.06439208984375
283,FP201_283,FloorPlan201,-1.0,0.9026570916175842,2.5,0,135,0,75.22735595703125
284,FP201_284,FloorPlan201,-1.0,0.9026570916175842,2.5,0,180,0,70.3582763671875
285,FP201_285,FloorPlan201,-1.0,0.9026570916175842,2.5,0,225,0,66.790771484375
286,FP201_286,FloorPlan201,-1.0,0.9026570916175842,2.5,0,270,0,76.8585205078125
287,FP201_287,FloorPlan201,-1.0,0.9026570916175842,2.5,0,315,0,77.7191162109375
288,FP201_288,FloorPlan201,-3.0,0.9026570916175842,4.5,0,0,0,76.01165771484375
289,FP201_289,FloorPlan201,-3.0,0.9026570916175842,4.5,0,45,0,71.73309326171875
290,FP201_290,FloorPlan201,-3.0,0.9026570916175842,4.5,0,90,0,75.885009765625
